meaning_id,mean
56879,ප්‍රතිනිරීක්ෂණය
56880,පුද්ගලාදේශය
56881,මඳවටකුරු
56882,දායක වෙනවා
56883,අනුසන් කරනවා
56884,ගනුවකු වෙනවා
56885,සම්මාදම් දෙනවා
56886,අනුසන්කරු
56887,යටකුර
56888,යටිලකුණු
56889,අනුසන්කරය
56890,පසුව සිදුවීම
56891,දෙවනු
56892,අනුසංශ්‍රේණිය
56893,අනුසරණිය
56894,උප ග්‍රන්ථමාලාව
56895,අප්‍රධාන ව උදව් වෙන
56896,ගැතියාව
56897,ඉතා යටහත්
56898,ලඝුවෘන්ත
56899,උපකාරකව
56900,පිහිටාධාර
56901,සහනාධාර
56902,උදවු දෙනවා
56903,මුදලින් උපකාර කරනවා
56904,පිහිටාධාරය
56905,සහනාධාරය
56906,සහාධාරය
56907,සහාය මිල
56908,යැපීම සලසනවා
56909,යැපෙනවා
56910,යැපීම
56911,ආවේශනය
56912,උපවර්තනය
56913,ගොදුරු
56914,යටිපස
56915,උපධ්වනි
56916,උපධ්වානික
56917,උපාවකාශය
56918,උපවිශේෂය
56919,උප ප්‍රාමාණික
56920,උපාප්‍රමාණිකය
56921,සත්‍යභාවය
56922,කරුණු ඉදිරිපත් කිරීම
56923,ආදේශ කරනවා
56924,ආදේශ කළ
56925,ආදේශිත
56926,ආදේශිත ණයකරු
56927,අදේශය
56928,ආදේශ කිරීම
56929,ආදේශන
56930,ආදේශනීය
56931,අධහ්පූටික
56932,උපස්තර
56933,උපස්තරය
56934,යටි හැටුම
56935,අධහ්ස්ථ කරනවා
56936,උපග්‍රහණය කරනවා
56937,උපග්‍රහණය
56938,අනු චක්‍රගතකිරීම
56939,උපස්පර්ශකය
56940,උපාග්‍ර
56941,ආපාතන කරනවා
56942,ප්‍රතිමුඛ ව පිහිටීම
56943,රේඛාවකට ප්‍රතිවිරුද්ධව පවතිනවා
56944,ආපාතික
56945,ආපාතන
56946,උපග්‍රන්ථ නාමය
56947,ඉතා සියුම් වෙනස
56948,දක්ෂ කපටභාවය
56949,ව්‍යාකලකය
56950,ව්‍යාකලන
56951,අඩු කළ යුත්ත
56952,ව්‍යාකල්‍යය
56953,උපපෙළපත
56954,උපවරිගය
56955,අර්ධ නිවර්තන
56956,අර්ධ ශුෂ්ක
56957,ආරාකාර
56958,උපනගරය
56959,නගරය හාත්පස
56960,නගරෝපාන්තය
56961,නියම්ගම
56962,නගරබද
56963,නගරාසන්න
56964,නගරෝපාන්ත
56965,නගරබද පෙදෙස් හා එහි වැසියෝ
56966,උපප්‍රභේදය
56967,මුදල් ආධාරය
56968,පෙරළිය
56969,විප්ලවය
56970,කඩාකප්පල්කාරී
56971,උපවලයාකාර
56972,උමං මඟ
56973,අදහස් සඵල වෙනවා
56974,ඉටු කර ගන්නවා
56975,අනුප්‍රාප්තීය
56976,අදහස් ඉටුවීම
56977,සාර්ථක ලෙස
56978,අනුයාත වශයෙන්
56979,අනුප්‍රාප්තයා
56980,අනුප්‍රාප්තිකයා
56981,අනුයාත්‍රි
56982,පදවියට හිමිකාරයා
56983,ලුහුඬුකම
56984,සාමර්ථ්‍යය
56985,උඩු ලැගි
56986,රසවත්කම
56987,ධූනය
56988,අර්ථ සිද්ධිය
56989,ඊනියා
56990,උරා බොන්නා
56991,ඉතා ළපටි
56992,උරාබීම
56993,තන බුරුල්ලෙන් කිරි පොවනවා
56994,තනෙන් කිරි දෙනවා
56995,සුක්‍රේස්
56996,සූක්‍රය
56997,සුක්‍රෝස්
56998,සූක්‍රොස්
56999,උරා ඇදගැනීම
57000,උරාගෙන ඇලීම
57001,චූෂණ
57002,චූෂණය
57003,සඩ්
57004,පට පටගාලා
57005,බකස් ගාලා
57006,හදිසියෙන්ම
57007,දහඩිය උපදවන
57008,නඩු දැම්මා
57009,ගවතෙල්
57010,තෙල්මන්දෙන් ලබා ගත් තෙල්
57011,උඩුපැත්ත
57012,පිට පැත්ත
57013,පිටිතලය
57014,මතුපිට
57015,ඉඩ දිය හැකි
57016,ගහට
57017,පිරිමසිනවා
57018,සෑහීමට පමුණුවනවා
57019,ප්‍රමාණවත් භාවය
57020,ප්‍රාමාණ්‍යය
57021,ඇති පදම්
57022,ප්‍රත්‍ය
57023,හුස්ම හිර කරන
57024,හුස්ම හිර කිරීම
57025,හුස්ම හිර වීම
57026,උපපාරිදර්ශක තැන
57027,කැමැත්ත ප්‍රකාශ කිරීම
57028,ඡන්ද බලය
57029,ඡන්දදායකත්වය
57030,ඡන්දබලය
57031,ස්ත්‍රීන්ට ඡන්දබලය ලබාගැනීමට සටන් කළ තැනැත්තී
57032,ඡන්දබලය සැමටම දිය යුතුයයි කියන්නා
57033,අනුගොමු
57034,මහමදාගමේ තාපසයෙක්
57035,සු වාදය
57036,උක්
57037,ඉක්ෂු
57038,යෝජනාවලට විවෘත
57039,ව්‍යංග්‍යතාව
57040,ඇඟවිල්ල
57041,අදහස් ඇති කරන
57042,ස්වයංවර්ගීක
57043,සුයිජෙනරීස්
57044,ආත්මඝාතක
57045,ආත්මනාශක
57046,ආත්ම ඝාතනය
57047,ආත්මඝාතනය
57048,ආත්මඝාතය
57049,ආත්මහානිය
57050,දිවිනසා ගැනීම
57051,සියදිවි නසාගැනීම
57052,සියපණ හානි කරන්නා
57053,සියපණ හැනි කරගැනීම
57054,උච්තභාවය
57055,කාමර පෙල
57056,ඇඳුම් මහන රෙදි
57057,නඩු කියන්නා
57058,සුඛෝතායි
57059,නිඛාතීය
57060,නිඛාතරූපී
57061,කුල්‍යාව
57062,බුම්ම ගන්නවා
57063,බුම්මනවා
57064,බුම්මාගෙන ඉන්නවා
57065,දුමුව
57066,බුම්මාගෙන සිටීම
57067,බුම්මාගෙන සිටින
57068,මඩ
57069,කනගාටු ලෙස
57070,මුරණ්ඩු ලෙස
57071,අපවිත්‍ර කෙරුවා
57072,සල්ෆොනමයිඩ්
57073,සල්පසෙටමයිඩ්
57074,සල්පඩයසින්
57075,සල්පගුවනයිඩින්
57076,සල්පමෙරසින්
57077,සල්පමෙතසින්
57078,සල්පනිලමයිඩ්
57079,සල්පපිරිඩින්
57080,සල්පස්පිනමින්
57081,සල්පසක් සිඩින්
57082,සල්පේට්
57083,සල්ියුරික් අම්ලයේ ලවණය
57084,සල් පතලිඩින්
57085,සල් පතයසෝල්
57086,ගෙන්දගම්වල සංයෝගයක්
57087,සල්ියුරස් අම්ලයේ ලවණය
57088,සල්පොබැක්ටීරියා
57089,ගෙන්දගම් සෑදීම
57090,සල් පොනල්
57091,සල් පොනමයිඩ්
57092,ගන්ධක
57093,ගෙන්දගම් වැනි
57094,අඩු ගෙන්දගම් ඇති
57095,සුල්තාන්
57096,වියළි මුද්දරප්පලම්
57097,සුල්තාන්ගේ බිසොව
57098,සුල්තාන් රාජ්‍යය
57099,ග්‍රීෂ්මාධික
57100,වාසගම
57101,සමාකල්‍ය
57102,සමාකලය
57103,කොටින්
57104,සංකාසනය
57105,සාරාංශ කරනවා
57106,ඉක්මනින් කරන ලද
57107,ග්‍රීෂ්ම සෘතුව
57108,ග්‍රීෂ්ම සෘතුවට අයත්
57109,ග්‍රීෂ්ම සෘතුවට සුදුසු
57110,ග්‍රීෂ්මය
57111,ගිම
57112,ගිම්හානය
57113,නිදාඝය
57114,ග්‍රීෂ්ම කාලයෙහි වැනි
57115,සම්පිණ්ඩක
57116,තෙල් දෙණ
57117,ලොකු ගණනක් වටිනා
57118,සැප විහරණ වියදම් පාලනය කරන
57119,අනගිව
57120,අනර්ඝකම
57121,අර්ක
57122,අවුව
57123,අවුවේ දමනවා
57124,අව්ව තපිනවා
57125,හිරු තැටිය
57126,හිරු කදාව
57127,හිරු පත්
57128,ඉරුරැස්
57129,අව්වට පිලිස්සීම
57130,හිරු වැස්ම
57131,අයිස්ක්‍රීම් වර්ගයක්
57132,සබත් පාසැල
57133,වියෝග කරනවා
57134,නොයෙක් දේ
57135,සුළුසුළු බඩු
57136,එරුණු
57137,ගුළු
57138,ගිල්වනු ලැබූ
57139,පහතට ගිලී ගිය
57140,අව්ව
57141,ඉරඅව්ව
57142,සූර්යාලෝකය
57143,හිරු එළිය
57144,හිරු එළියෙන් ආලෝකවත් වන
57145,මුස්ලිම් ආගමේ නිකායක්
57146,සුන්නි ඉස්ලාමි නිකායිකයෝ
57147,අඳුරු නොවූ
57148,අවුව ඇති
57149,ප්‍රබෝධමත්
57150,සුර්යාලෝක සටහුව
57151,සූර්යලපය
57152,හිරු ලපය
57153,හිරුලප
57154,අතිධ්වානික
57155,අධිශ්‍රව්‍ය
57156,බලවර්ධකය
57157,අධිකාර්යක්ෂමතාව
57158,අධිගම්‍යය
57159,උත්තර මනුෂ්‍යයා
57160,සුපිරි වෙළඳ පොල
57161,සුපිරි වෙළඳපොළ
57162,අධි ලාභ
57163,අධිතාත්විකවාදය
57164,අධි ප්‍රාමාණික
57165,අධි බද්ද
57166,උපරි බද්ද
57167,අතිතරංගී
57168,අතිවිපුලතාව
57169,අතිවිපුල
57170,අත්‍යාම්ලතාව
57171,වයස නිසා විශ්‍රාම යවනවා
57172,මහලු නිසා විශ්‍රාම වැටුප් පිට රැකියාවෙන් අස් කිරීම
57173,විශ්‍රාම පාරිතෝෂිකය
57174,උපරිකක්ෂීය
57175,අත්‍යලංකාර
57176,ඉතා අනර්ඝව
57177,වෙළඳ නැව් බඩු විකුණන්නා
57178,අබිබනවා
57179,අධිශක්තිය ලබා දෙනවා
57180,අත්‍යාරෝපකය
57181,අභ්‍යන්තර දහන එන්මට වැඩිපුර වාතය හෝ ඉන්ධන කවන උ
57182,බල වර්ධකය
57183,බල වර්ධනය
57184,අති සන්නායකතාව
57185,අධිසන්නායකතාව
57186,අධිසන්නායකය
57187,අධිශීතනය
57188,අත්‍යාචාරය
57189,ප්‍රමාණයට වඩා කීම
57190,ප්‍රමාණයට වඩා කරන
57191,එවැනි දෙවන පිළිසිඳීමක්
57192,සුපෙර්පිසියාලේස්
57193,නොගැඹුරු බව
57194,ගෙවැසිකරය
57195,ගෙවැසිකරු
57196,වැඩිමනත්
57197,අධිග්‍රාපික
57198,පොලීසියට තොරතුරු සපයන්නා
57199,අධිතප්ත
57200,අධිතාපකය
57201,අධිතාපනය
57202,අධිවිසංඛ්‍යාත
57203,අතිමානුෂික
57204,අධිමානුෂික
57205,උත්තර මානුෂික
57206,මනුෂ්‍යත්වය ඉක්මවූ
57207,අතිශයාර්ථවාචක
57208,අතිශයාර්ථවාචකය
57209,අතිශ්‍රෙෂ්ඨ
57210,ඉතා උසස්බව දක්වන
57211,සර්වෝත්තම
57212,අධිස්ථාපනය කරනවා
57213,අධිස්ථාපනය වනවා
57214,අධිස්ථාපිත
57215,ප්‍රාවේක්ෂණය කරනවා
57216,අධ්‍යක්ෂකයා
57217,අතිජාත
57218,අතිශ්‍රේෂ්ඨ
57219,තරමින් ඉතා උසස්
57220,ඉදැලිස
57221,අතිශ්‍රෙෂ්ඨයා
57222,නව මාදිලියේ වෙළඳසැල
57223,සුපර්මාකට්
57224,සුපිරි වෙළඳසැල
57225,සුපිරි වෙළෙඳ පොළ
57226,අධින්‍යාසය
57227,පාරලෞකික
57228,උඩු ඉපිලි
57229,උඩුගිය
57230,අධිස්වභාවවාදය
57231,අතිසාමාන්‍ය
57232,අධිප්‍රමාණ
57233,අද්භූත තාරකාව
57234,ප්‍රාධිස්පර්ශනය
57235,උපරිපරපෝෂිතය
57236,අධිස්ථාපනය
57237,අති විභවය
57238,සුපිරි බලවතා
57239,අධි පුනර්ජනනය
57240,අතිසන්තෘප්ත
57241,අධිසන්තෘප්ත
57242,අතිසන්තෘප්තිය
57243,අධිසන්තෘප්තිය
57244,ලිපිගොනුවක ඉහළින් යමක් ලියනවා
57245,උඩකුර
57246,උඩුලකුණු
57247,යමක් මතු පිට ලීවීම
57248,සුපරිලේඛනය
57249,අභාවයට පමුණුවනවා
57250,අතිධ්වනි
57251,අතිධ්වනික
57252,උත්ස්වනික
57253,උද්ධ්වානික
57254,උත්ස්වනිය
57255,උද්ධ්වනිය
57256,උසස් වානේ
57257,අන්ධ විශ්වාස ඇති
57258,උඩුහැටුම
57259,උපරිව්‍යහය
57260,අධිබද්ද
57261,පසුව සිදුවෙනවා
57262,අධික්ෂණය කරනවා
57263,අධීක්ෂණය කරනවා
57264,අධීක්ෂණය
57265,අධීක්ෂක
57266,අධීක්ෂණය කරන්නා
57267,පාලනය පිළිබඳ
57268,උක්කුජ්ජනය
57269,වෙනුවට පත් කරන්නා
57270,අඩුපාඩු සපයනවා
57271,සුනම්‍ය බව
57272,උදක්ම ඉල්ලන
57273,යටහත් ලෙස අයදින්නා
57274,ආයාචනා කරනවා
57275,ආයාචනාත්මක
57276,බඩු මූට්ටු ආදිය
57277,වුවමනා දේ
57278,සැපයුම්
57279,ලබා දෙනවා
57280,ආලම්බන
57281,උදව් දෙන
57282,නිරාලම්බ
57283,කියනු ලබන
57284,අසම්භාවනාර්ථයෙහි නිපාතයක්
57285,අභ්‍යපගමය
57286,අභ්‍යපගමික
57287,කල්පිත වූ
57288,කූට ලෙස
57289,උපස්ථාපිතකය
57290,යෝනියේ හෝ ගුදමාර්ගයේ දියවීමට දමන බෙහෙත්
57291,මර්දිත
57292,මැඩලු
57293,මර්දන
57294,වලක්වන
57295,සඟවන
57296,මර්දකය
57297,සාරේ සෑදෙනවා
57298,පූයනය
57299,ලොව්තුරු
57300,අතිසන්නායකතාව
57301,ආදිපතනවාදය
57302,උපරිදේහලී
57303,අධිතීරස්ථ
57304,ලොව්තුරා
57305,ලොවුතුරා
57306,ජාතික සීමාවන් ඉක්මවා යන
57307,අධ්‍යාංසඵලක
57308,අධිශ්‍රේෂ්ඨත්වය
57309,පාරමිකවාදය
57310,යටපත් කිරීම
57311,අශ්වයාගේ බඳපටිය
57312,ඔට්ටුච්වය
57313,අවිනිශ්වත ගණන
57314,කරණිය
57315,ඝෝෂාක්ෂර
57316,බිහිරිය
57317,ඇපකරු
57318,ඇපකාර
57319,බන්ධකත්වය
57320,බැඳිකරය
57321,රළ ගෙඩිය
57322,මිරිය පාර සුදුසු සේ ඇති බවට වගකියන්නා
57323,අගල් දිගේ බැසයන ජලය
57324,අතිතෘප්තිය
57325,අධික සේ කනවා
57326,අධික සේ කවනවා
57327,ක්ෂෝභය
57328,ශල්‍ය වෛද්‍යවරයා
57329,ශල්‍යවෛද්‍ය
57330,ශල්‍ය වෛද්‍යනිලය
57331,ශල්‍යකර්මයට අයත්
57332,පරුෂබව
57333,අනුමාන වශයෙන් සිතනවා
57334,කල්පනා වෙනවා
57335,නිකම් සිතෙනවා
57336,අධිනාමය
57337,ගෝත්‍රනාමය ඇති
57338,ඉතිරි පංගුව
57339,දේවගැති වරුන්ගේ සුදු ඇඳුම
57340,දේවගැතිවරුන්ගේ ගේ සුදු පළඳනාව
57341,ඉන් සැරසුණු
57342,උපක්‍රාන්තිය
57343,විස්මිත
57344,කූට ලෙසින් කරනලද
57345,රහසින් කරනලද
57346,සළ
57347,හොර රහසේ
57348,හොරෙන් කරනලද
57349,සෙළෙන්
57350,ප්‍රතිනිහිතය
57351,අන්වාදේශය
57352,වට කරගන්නවා
57353,අවට පිහිටි දේ
57354,අදිබද්ද
57355,බිම් මැනුම
57356,මැනුම
57357,මිනිතය
57358,අධිනිරීක්ෂකයා
57359,මිනුම්පති
57360,උත්වනය
57361,ශේෂයන්
57362,නැවත වත් වෙනවා
57363,අතිවියා
57364,තව කල් වත් වෙන්නා
57365,නොමැරී ඉතිරි වූ පුද්ගලයා
57366,ජීවත්ව සිටින්නා
57367,ප්‍රවර්තකයෝ
57368,ජීවත් වන්නෝ
57369,අතිවිතාව
57370,ග්‍රාහණය
57371,ග්‍රාහනය
57372,ග්‍රාහ්‍යතාව
57373,ග්‍රාහිතාව
57374,සැක
57375,අත්හිටවනවා
57376,අවලම්බකය
57377,කලිසම් පටි
57378,මෙස් පටි
57379,අවලම්බනය
57380,අවලම්බිතය
57381,එල්ලා තැබීම
57382,අවලම්බාභය
57383,අවලම්බාහය
57384,අනුමාන වශයෙන් සිතීම
57385,ධාරිත
57386,පෝෂිත
57387,ආහාරපාන
57388,යුද්ධසේනාව සමඟ යමින් ආහාරපානාදිය විකුණන්නා
57389,යුධ සේනාව සමඟින් යන වෙළෙන්දා
57390,සති පූජාව
57391,අස්ථීසීබනය
57392,අධිපති රාජ්‍යය
57393,අධීශ්වරත්වය
57394,සිඟිති ශරීරයක් ඇති
57395,ඝන පුළුන් රොද
57396,රෙදිවලින් තද කොට දමනවා
57397,සොරාගත් බඩු
57398,වට කටුව
57399,වට ගැහීම
57400,හැඩකටුව
57401,එවැනි තැනැත්තා
57402,අච්චුවේ තැළීම
57403,සුවැදීම
57404,අප්‍රිකානු රටවල භාෂාවක්
57405,පිටිසර තරුණයා
57406,බැටළු එඬේරා
57407,ගිලගැනීම
57408,බී ගැනීම
57409,හින්දු ආගමේ ආචාර්යවරයා
57410,කිඳාබස්සනවා
57411,ගිලදමනවා
57412,තිසර
57413,තිසරා
57414,සරාසර
57415,හංස
57416,හංසයා
57417,අන්තිම ගායනය
57418,රචකයෙකුගේ අවසාන කෘතිය
57419,ජේත්තු ලෙස හැසිරෙනවා
57420,හංසයන් රැස්වන තැන
57421,හංස පිහාටු
57422,තණබිඩලි සහිත ප්‍රදේශය
57423,යත් මල
57424,කෘමි කැල
57425,කෘමි රැළ
57426,කෘමි වැල
57427,පිරී තිබෙනවා
57428,පිලව් පිටවීම
57429,සමූහසරණය
57430,කළු පැහැති
57431,කැලතී හඬ නඟමින් එහා මෙහා විහිදෙනවා
57432,රැළ පහර
57433,නියැදිය
57434,සාම්පලය
57435,තණ මිට
57436,මැස්සන් එලවන මෙවලම
57437,අසභ්‍ය බසින් බණිනවා
57438,ජරමරය
57439,ඩහ
57440,ඝන කමිසය
57441,ලා පෑස්සීම
57442,දාඩිය සහිත
57443,ස්වීඩන් රටේ වැසියා
57444,ස්වීඩන භාෂාව
57445,අතුගෑම
57446,පිරිසැරුම
57447,පැණිරස කරනවා
57448,පැණිරස වෙනවා
57449,සීනි යොදනවා
57450,රසගන්වන දේ
57451,පෙම්වතී
57452,සීනිබෝලේ
57453,මාධූර්ය
57454,සුවඳැති මල් වර්ගයක්
57455,ඉතා ජය
57456,ජගලත්තු
57457,අතිවිශාල වූ
57458,අර්බුද
57459,පීඩා විඳිනවා
57460,උෂ්ණාධික
57461,බොහෝ ඩහදිය ඇතිකරන
57462,වැරදි මඟ හැසිරෙනවා
57463,වේගයෙන් දුවන
57464,සට පට ගාලා
57465,සෝදන්නා
57466,ප්ලවාශය
57467,පීනන්නා
57468,පිහිණුම් තටාකය
57469,බලවත් ලෙස රවටනවා
57470,මහත් වංචාව
57471,මහත් වංචාකාරයා
57472,ඌරන් බලන්නා
57473,පෑද්දුම
57474,හොරෙන් පැහැරගන්නවා
57475,කසෙන් පහර දෙනවා
57476,ඉපලෙන් පහර දෙනවා
57477,ස්විට්සර්ලන්ත භාෂාව
57478,ස්විට්සර්ලන්තයට අයත්
57479,ඉපල
57480,ඉපලෙන් තලනවා
57481,සංවියුත ඵලකය
57482,ස්විච්ව කොක්ක
57483,ස්විච්ව පෝරුව
57484,ස්විච්වපන්න
57485,කොකු සන්ධිය
57486,බමර
57487,බමරය
57488,බමරය කරකැවෙනවා
57489,බමරය කැරකෙනවා
57490,බමරයා
57491,වටනය
57492,වටනවා
57493,වටේ කරකැවෙන සන්ධිය
57494,වපර ඇස
57495,මිශ්‍ර මත්පැන්
57496,වේගයෙන් බසිනවා
57497,වේගයෙන් බැස ඩැහැගන්නවා
57498,හදිසියෙන් පැන අල්ලා ගන්නවා
57499,අසි
57500,කග
57501,කඩු නැටුම
57502,කඩුසරඹයෙහි දක්ෂයා
57503,කඩුහරඹයෙහි ප්‍රවීණත්වය
57504,දිවුරුම් දුන්
57505,තදින් පාඩම් කරනවා
57506,පීනන ලද
57507,භෝගලෝලයා
57508,සැපට ගිජු තැනැත්තා
57509,විශාල ගස් වෙසෙසක්
57510,උදුම්බරය
57511,කයිවාරු දෙම
57512,කයිවාරු දොඩන්නා
57513,චාටුකාරයා
57514,අක්ෂර සමූහය
57515,අක්ෂර සම්බන්ධී
57516,අක්ෂර ප්‍රභේද කිරීම
57517,ආක්ෂරිකය
57518,නිර්දේශ පත්‍රය
57519,පාඩම් ක්‍රමය
57520,විෂය නිර්දේශය
57521,විෂය නිර්දේශ
57522,අනුමාන වාක්‍යය
57523,සංවාක්‍යය
57524,සිල්වීන්
57525,සහවියා
57526,සංජෛවය
57527,සහවක
57528,සහවී
57529,නෛමිත්තික
57530,යමක් අඟවන
57531,සංකේතාත්මක
57532,ලක්ෂණ පද්ධතිය
57533,ලකුණු යෙදීමේ ක්‍රමය
57534,සංකෙතනය
57535,සංකේත භාවිතය
57536,සංකේත වාදය
57537,සංකේතනය
57538,සංකේතවාදය
57539,සංකේතායනය
57540,ලකුණු පද්ධතිය
57541,ලකුණු විද්‍යාව
57542,සංකේත
57543,සම්මධ්‍යස්ථය
57544,සල්ලෝහතාව
57545,සමිමිතික
57546,සමමිතිකායනය
57547,අනුකූලතාව ඇති කරනවා
57548,අනුකම්පාසහත
57549,දයාපත්
57550,අනුකම්පා වෙනවා
57551,අනුකම්පනය
57552,සිම්පෙටලේ
57553,තූර්ය සංවාදය
57554,සංධ්වනිය
57555,බහුපාදී
57556,බහුපාදය
57557,දාර්ශනිකයන්ගේ සම්භාෂණය
57558,පරිසංවාදය
57559,ශාස්ත්‍රීය සම්මන්ත්‍රණය
57560,නිමිති වශයෙන් දක්වන
57561,ලක්ෂණය
57562,සින් කණ්ඩායම
57563,සමාස්වාදය
57564,යුදෙව් භක්තිකයන්ගේ සම්මුතිය
57565,සම්මුති ශාලාව
57566,සිනගෝගය
57567,අන්‍යෙන්‍ය බන්ධන
57568,අන්‍යෙන්‍ය බන්ධක
57569,සම්පූමංගය
57570,සම්පූමංගතාව
57571,බද්ධබීජාණුධානික
57572,සිනන්ගීය
57573,බද්ධබීජාණුධානිය
57574,සිනන්ගිය
57575,පුෂ්පබද්ධය
57576,සම්පර්කනය
57577,උපාගමය
57578,යුග්මයෝගය
57579,සංපාර්වය
57580,සංන්‍යෂ්ටිය
57581,සමඵලය
57582,සමණ්ඩපික
57583,සම්ඵලතාව
57584,සම්පදාර්ථක
57585,සම්පදාර්ථවාදය
57586,සංවර්ණවාදය
57587,සමමුහුර්ත කරනය
57588,සමමුහුර්තකරණය
57589,සමකාලීන කරනවා
57590,සමමුහුර්ත කරනවා
57591,සමකාලතාව
57592,සමකාල කිරීම
57593,සමකාලනය
57594,සමමුහූර්තකරණය
57595,එකවිට සිදුවෙනවා
57596,සමකාලික කරනවා
57597,සමමුහූර්ත කරනවා
57598,සමමුහූර්තේක්ෂය
57599,සින්කොට්‍රෝනය
57600,යටිනැම්ම
57601,යටිනැමි මඬුල්ල
57602,අකුරු ලොප් කරනවා
57603,ස්වර සංයෝග කරනවා
57604,අකුරු ලොප් කිරීම
57605,මධ්‍යාක්ෂර ලෝපය
57606,සංකොටිලතාව
57607,සංබීජපත්‍රතාව
57608,විවිධ මත ඒකරාශී කිරීමට තුඩුදෙන
57609,සංගෝපක
57610,ජාලාංගුලිතාව
57611,බද්ධාංගුලිකතාව
57612,අනුයොතය
57613,වෙළඳ සංගමයේ සාමාකයා
57614,සම්මේල වාදය
57615,සම්මේලන වාදය
57616,සම්මේලවාදය
57617,එකතුව ව්‍යාපාර කරනවා
57618,සංධාවය
57619,සහලක්ෂණය
57620,වාක්‍යාලංකාරයේදී අඩක් ප්‍රකාශ කොට පූර්ණ අදහස ප්‍රක
57621,සමුපාදානවාදය
57622,සමුපාදානවේදය
57623,ගණපරිසර විද්‍යාව
57624,සංගුච්ඡණය
57625,සහක්‍රියාකාරක
57626,ආධාර සෛලය
57627,සංශක්තිවාදය
57628,සංවින්දනය
57629,සංයුක්තික
57630,සිංගෙනෙසියා
57631,සම්පරාග
57632,සංනිධානය
57633,සින්නෙමාව
57634,දේවගැති සභාව
57635,දේවගැති සම්මුතිය
57636,ධර්මාධිකාරී සභාව
57637,පූජක සභාව
57638,චන්ද්‍ර මාසය
57639,සංගෘහී
57640,තුල්‍යාර්ථය
57641,පර්යාය
57642,පර්යාය පදය
57643,පර්‍යාය නාමය
57644,සමරුත් නාමය
57645,සමානාර්ථපදය
57646,පර්යායත්වය
57647,තුල්‍යාර්ථික
57648,විෂයයක් පිළිබඳ ව සාමාන්‍ය අදහසක් දෙන ලුහුඬු ප්‍රකාශය
57649,සංදෘශය
57650,සිරුරේ සන්ධිවල ඇති දියරය
57651,සන්ධි පිළිබඳ
57652,ලසිකාදාහය
57653,බද්ධමණිපත්‍රි
57654,පදඝටනී
57655,පදඝටන විද්‍යාව
57656,ක්‍රියාකාරක පද සම්බන්ධය
57657,කාරක රීති
57658,පද ගැලපුම
57659,පද ගැළපුම
57660,පද ඝටනාව
57661,පදඝටනාව
57662,වාක්‍ය යෝජනාව
57663,වාක්‍ය වින්‍යාසය
57664,බද්ධපුෂ්පපත්‍රි
57665,සංශ්ලේෂණ වාදය
57666,සංදර්ශය
57667,සීනුසිය
57668,කුණු ලෙඩ සහිත
57669,පුරාණ සිරියාවේ භාෂාව
57670,සිරින්ගොමයිලියාව
57671,පැණිය
57672,සිරප්
57673,පැණි සහිත
57674,ඒකාංග
57675,කමසේවා
57676,පද්ධතිකරණය
57677,පද්ධතිකරණය කරනවා
57678,වර්ගීකරණඥයා
57679,ක්‍රමානුකූල සේ යොදනවා
57680,ක්‍රමානුකූල සේ සකස්කරනවා
57681,ශරීර පද්ධතියට හෝ අවයව පද්ධතියට සම්බන්ධ
57682,ආකුංචය
57683,සංන්‍යාස්තය
57684,සන්න්‍යස්තය
57685,හෘත්සංකෝචය
57686,හෘදයෙහි හැකිළීම
57687,සංවර්තනය
57688,ප්‍රසංයුතිය
57689,විසංයුතිය
57690,ටී රූල
57691,සුසුර කළ රේඩියෝ සංඛ්‍යාතය
57692,සුසර කළ රේඩියෝ සංඛ්‍යාතය
57693,වෘත්තීය සමිති සම්මේලනය
57694,ස්තුතියි
57695,වෙන්ව යාමේදී කියන ආචාර පදයක්
57696,කුඩා තීරුව
57697,තොල්ල
57698,සපත්තුවේ දිව
57699,සන්නාහවස්ත්‍රය
57700,මේස රෙදි
57701,කණප්පු කරකැවීම
57702,ටැබ්ලෝ දර්ශනය
57703,චිත්‍රාභිනය
57704,චිත්‍ර
57705,උස් තැන්න
57706,කඳු තලාව
57707,කුඩා ඵලකය
57708,ගුටිකාව
57709,කුඩා ප්‍රමාණයේ පුවත්පත
57710,තහනම් කෙරුවා
57711,කුඩා බෙර වර්ගයක්
57712,ඩිංඩිමය
57713,බෙර ගහනවා
57714,මඳොස
57715,පෙරතිරය
57716,අනුක්‍රමණික
57717,තලස්ථ
57718,පැතලි
57719,ලැයිස්තුවලට ඇතුළත්
57720,වගු
57721,වගු වශයෙන්
57722,නොලියන ලද ඵලකය
57723,ප්‍රභාස්වර සිත
57724,පිරිසිදු පුවරුව
57725,චක්‍රගත කරනවා
57726,වගු කරනවා
57727,වගු කිරීම
57728,වගුගත කරනවා
57729,වින්‍යාස කරනවා
57730,චක්‍රගත කළ
57731,වගුගත කළ
57732,චක්‍රගත කිරීම
57733,ආශුමානය
57734,ටැකියොමීටරය
57735,භ්‍රමවේගමානය
57736,ආශුමිතිය
57737,කලංකවාදය
57738,ටැකිස්ටෝස්කෝපය
57739,භ්‍රමවේග රේඛය
57740,ටැකොමීටරය
57741,ත්වරමානය
57742,හද වෙලෙවිය
57743,ටැකිමීටරය
57744,මන්දාන්තික
57745,තුෂ්ණී
57746,තූෂ්ණිම්භූතව හඟවන
